cod;municipio;popula
4202404;Blumenau (SC);357199
2604106;Caruaru (PE);361118
2303709;Caucaia (CE);361400
3205309;Vitória (ES);362097
3551009;São Vicente (SP);365798
3523107;Itaquaquecetuba (SP);370821
3506003;Bauru (SP);376818
3201308;Cariacica (ES);381285
5201108;Anápolis (GO);386923
2609600;Olinda (PE);392482
1400100;Boa Vista (RR);399213
3510609;Carapicuíba (SP);400927
3538709;Piracicaba (SP);404142
1200401;Rio Branco (AC);407319
3143302;Montes Claros (MG);409341
2504009;Campina Grande (PB);409731
3525904;Jundiaí (SP);418962
4115200;Maringá (PR);423666
3513801;Diadema (SP);423884
3548500;Santos (SP);433311
3106705;Betim (MG);439340
3530607;Mogi das Cruzes (SP);445842
3549805;São José do Rio Preto (SP);460671
3305109;São João de Meriti (RJ);472406
3529401;Mauá (SP);472912
3205200;Vila Velha (ES);493838
4205407;Florianópolis (SC);500973
1600303;Macapá (AP);503327
3301009;Campos dos Goytacazes (RJ);507548
3300456;Belford Roxo (RJ);510906
4305108;Caxias do Sul (RS);510906
3303302;Niterói (RJ);513584
3205002;Serra (ES);517510
1100205;Porto Velho (RO);529544
1500800;Ananindeua (PA);530598
3136702;Juiz de Fora (MG);568873
4113700;Londrina (PR);569733
5201405;Aparecida de Goiânia (GO);578179
4209102;Joinville (SC);590466
5103403;Cuiabá (MT);612547
2910800;Feira de Santana (BA);614872
2800308;Aracaju (SE);657013
3118601;Contagem (MG);663855
3552205;Sorocaba (SP);679378
3170206;Uberlândia (MG);691305
3534401;Osasco (SP);698418
2607901;Jaboatão dos Guararapes (PE);702298
3543402;Ribeirão Preto (SP);703293
3547809;Santo André (SP);718773
3549904;São José dos Campos (SP);721944
2507507;João Pessoa (PB);809015
3303500;Nova Iguaçu (RJ);821128
3548708;São Bernardo do Campo (SP);838936
2211001;Teresina (PI);864845
2408102;Natal (RN);884122
5002704;Campo Grande (MS);895982
3301702;Duque de Caxias (RJ);919596
2704302;Maceió (AL);1018948
3304904;São Gonçalo (RJ);1084839
2111300;São Luís (MA);1101884
3509502;Campinas (SP);1204073
3518800;Guarulhos (SP);1379182
4314902;Porto Alegre (RS);1483771
1501402;Belém (PA);1492745
5208707;Goiânia (GO);1516113
2611606;Recife (PE);1645727
4106902;Curitiba (PR);1933105
1302603;Manaus (AM);2182763
3106200;Belo Horizonte (MG);2512070
2304400;Fortaleza (CE);2669342
2927408;Salvador (BA);2872347
5300108;Brasília (DF);3015268
3304557;Rio de Janeiro (RJ);6718903
3550308;São Paulo (SP);12252023
